id,duration,start_date,src,start_terminal,end_date,end_station,end_terminal,bike,subscriber,zip
571813,329,12/9/2014 16:27,2nd at South Park,64,12/9/2014 16:33,Market at Sansome,77,345,Subscriber,94610
571788,726,12/9/2014 16:16,Powell at Post (Union Square),71,12/9/2014 16:28,San Francisco Caltrain 2 (330 Townsend),69,350,Subscriber,95124
571698,1125,12/9/2014 15:28,San Salvador at 1st,8,12/9/2014 15:46,San Jose City Hall,10,715,Customer,92647
571622,599,12/9/2014 14:17,Commercial at Montgomery,45,12/9/2014 14:27,Powell Street BART,39,390,Subscriber,94133
571607,122,12/9/2014 13:47,Embarcadero at Bryant,54,12/9/2014 13:49,Embarcadero at Folsom,51,877,Subscriber,94105
571526,201,12/9/2014 12:10,Market at 4th,76,12/9/2014 12:13,Market at Sansome,77,368,Subscriber,94501
571489,541,12/9/2014 11:33,San Francisco Caltrain 2 (330 Townsend),69,12/9/2014 11:42,Steuart at Market,74,607,Subscriber,94107
571178,706,12/9/2014 8:56,Powell at Post (Union Square),71,12/9/2014 9:08,Temporary Transbay Terminal (Howard at Beale),55,290,Subscriber,94109
571151,807,12/9/2014 8:49,Grant Avenue at Columbus Avenue,73,12/9/2014 9:03,Market at 4th,76,291,Subscriber,94133
571120,419,12/9/2014 8:45,San Francisco Caltrain (Townsend at 4th),70,12/9/2014 8:52,Howard at 2nd,63,622,Subscriber,94041
571117,561,12/9/2014 8:44,Golden Gate at Polk,59,12/9/2014 8:54,Yerba Buena Center of the Arts (3rd @ Howard),68,552,Subscriber,94941
571097,382,12/9/2014 8:38,5th at Howard,57,12/9/2014 8:45,San Francisco Caltrain (Townsend at 4th),70,509,Subscriber,94103
571089,528,12/9/2014 8:34,Grant Avenue at Columbus Avenue,73,12/9/2014 8:43,Embarcadero at Folsom,51,513,Subscriber,94133
570682,607,12/8/2014 21:06,5th at Howard,57,12/8/2014 21:16,Temporary Transbay Terminal (Howard at Beale),55,267,Subscriber,94030
570378,702,12/8/2014 17:59,Temporary Transbay Terminal (Howard at Beale),55,12/8/2014 18:11,San Francisco Caltrain (Townsend at 4th),70,635,Subscriber,94086
570368,258,12/8/2014 17:57,2nd at Folsom,62,12/8/2014 18:02,Spear at Folsom,49,472,Subscriber,94710
570283,384,12/8/2014 17:33,Embarcadero at Sansome,60,12/8/2014 17:40,Steuart at Market,74,631,Subscriber,94565
570281,383,12/8/2014 17:32,Market at 4th,76,12/8/2014 17:39,Temporary Transbay Terminal (Howard at Beale),55,395,Subscriber,94602
570255,704,12/8/2014 17:23,San Antonio Shopping Center,31,12/8/2014 17:35,Mountain View Caltrain Station,28,54,Subscriber,94133
570177,328,12/8/2014 17:03,Market at Sansome,77,12/8/2014 17:09,2nd at South Park,64,444,Subscriber,94925
570161,489,12/8/2014 17:02,Powell at Post (Union Square),71,12/8/2014 17:10,Temporary Transbay Terminal (Howard at Beale),55,462,Subscriber,94709
569880,866,12/8/2014 15:06,5th at Howard,57,12/8/2014 15:20,Embarcadero at Vallejo,48,158,Subscriber,94103
569820,771,12/8/2014 13:42,Townsend at 7th,65,12/8/2014 13:54,Powell at Post (Union Square),71,426,Subscriber,94108
569703,4054,12/8/2014 11:39,Yerba Buena Center of the Arts (3rd @ Howard),68,12/8/2014 12:46,San Francisco Caltrain (Townsend at 4th),70,421,Customer,48103
569502,418,12/8/2014 9:21,Market at 4th,76,12/8/2014 9:28,Washington at Kearny,46,500,Customer,1760
569492,649,12/8/2014 9:18,2nd at Townsend,61,12/8/2014 9:29,Post at Kearny,47,321,Subscriber,94109
569399,250,12/8/2014 8:57,Townsend at 7th,65,12/8/2014 9:01,San Francisco Caltrain (Townsend at 4th),70,542,Subscriber,94107
569303,636,12/8/2014 8:43,San Jose Diridon Caltrain Station,2,12/8/2014 8:54,San Jose City Hall,10,304,Subscriber,94611
569056,702,12/8/2014 7:35,Harry Bridges Plaza (Ferry Building),50,12/8/2014 7:47,2nd at Townsend,61,442,Subscriber,94960
569055,259,12/8/2014 7:35,2nd at South Park,64,12/8/2014 7:39,San Francisco Caltrain (Townsend at 4th),70,479,Subscriber,94105
568344,401,12/6/2014 16:58,Broadway St at Battery St,82,12/6/2014 17:04,Temporary Transbay Terminal (Howard at Beale),55,526,Subscriber,94105
568121,619,12/6/2014 12:18,Grant Avenue at Columbus Avenue,73,12/6/2014 12:28,Harry Bridges Plaza (Ferry Building),50,621,Subscriber,94133
568111,426,12/6/2014 12:07,Townsend at 7th,65,12/6/2014 12:14,San Francisco Caltrain (Townsend at 4th),70,390,Subscriber,94158
568022,866,12/6/2014 10:15,Market at Sansome,77,12/6/2014 10:29,Market at Sansome,77,371,Subscriber,94105
567942,528,12/6/2014 7:07,Powell at Post (Union Square),71,12/6/2014 7:15,Yerba Buena Center of the Arts (3rd @ Howard),68,287,Customer,40207
567795,123,12/5/2014 18:29,2nd at Folsom,62,12/5/2014 18:31,2nd at South Park,64,558,Subscriber,94107
567760,551,12/5/2014 18:07,Spear at Folsom,49,12/5/2014 18:16,San Francisco Caltrain 2 (330 Townsend),69,270,Subscriber,94061
567571,371,12/5/2014 16:51,Commercial at Montgomery,45,12/5/2014 16:57,Broadway St at Battery St,82,571,Subscriber,94609
567200,379,12/5/2014 10:51,San Francisco Caltrain 2 (330 Townsend),69,12/5/2014 10:57,5th at Howard,57,497,Subscriber,94014
566965,634,12/5/2014 8:55,Steuart at Market,74,12/5/2014 9:06,5th at Howard,57,581,Subscriber,94903
566906,657,12/5/2014 8:44,Golden Gate at Polk,59,12/5/2014 8:55,Townsend at 7th,65,359,Subscriber,94118
566595,15091,12/4/2014 22:46,San Francisco City Hall,58,12/5/2014 2:57,Market at 10th,67,387,Customer,92705
566431,370,12/4/2014 18:58,San Francisco Caltrain 2 (330 Townsend),69,12/4/2014 19:04,5th at Howard,57,86,Subscriber,94544
566369,433,12/4/2014 18:26,2nd at South Park,64,12/4/2014 18:34,Spear at Folsom,49,573,Subscriber,94105
566240,900,12/4/2014 17:50,Grant Avenue at Columbus Avenue,73,12/4/2014 18:05,Market at 4th,76,501,Subscriber,94103
566220,829,12/4/2014 17:42,Beale at Market,56,12/4/2014 17:56,San Francisco Caltrain 2 (330 Townsend),69,572,Subscriber,95148
566183,497,12/4/2014 17:31,Market at 4th,76,12/4/2014 17:40,San Francisco Caltrain (Townsend at 4th),70,376,Subscriber,95148
566120,1000,12/4/2014 17:11,Market at 10th,67,12/4/2014 17:28,Powell at Post (Union Square),71,530,Subscriber,94501
565932,545,12/4/2014 16:01,San Francisco Caltrain 2 (330 Townsend),69,12/4/2014 16:11,5th at Howard,57,479,Subscriber,94110
565637,835,12/4/2014 10:41,2nd at Folsom,62,12/4/2014 10:55,Harry Bridges Plaza (Ferry Building),50,452,Customer,8876
565569,549,12/4/2014 9:57,Temporary Transbay Terminal (Howard at Beale),55,12/4/2014 10:07,Market at Sansome,77,520,Subscriber,94104
565475,159,12/4/2014 9:18,Broadway St at Battery St,82,12/4/2014 9:20,Commercial at Montgomery,45,444,Subscriber,94107
565426,856,12/4/2014 9:05,San Francisco Caltrain (Townsend at 4th),70,12/4/2014 9:19,Harry Bridges Plaza (Ferry Building),50,69,Subscriber,94010
565181,621,12/4/2014 8:00,San Francisco Caltrain (Townsend at 4th),70,12/4/2014 8:10,Embarcadero at Folsom,51,334,Subscriber,94107
565071,212,12/4/2014 7:12,Mechanics Plaza (Market at Battery),75,12/4/2014 7:15,Davis at Jackson,42,535,Subscriber,94121
564887,1523,12/3/2014 19:54,Embarcadero at Sansome,60,12/3/2014 20:19,Harry Bridges Plaza (Ferry Building),50,449,Customer,55082
564767,1017,12/3/2014 18:17,Commercial at Montgomery,45,12/3/2014 18:34,2nd at South Park,64,537,Subscriber,94107
564638,478,12/3/2014 17:30,2nd at Townsend,61,12/3/2014 17:38,Harry Bridges Plaza (Ferry Building),50,516,Subscriber,94901
564462,350,12/3/2014 16:14,2nd at Townsend,61,12/3/2014 16:20,Harry Bridges Plaza (Ferry Building),50,447,Subscriber,94904
564237,289,12/3/2014 9:47,2nd at Townsend,61,12/3/2014 9:52,San Francisco Caltrain (Townsend at 4th),70,351,Subscriber,94107
563868,677,12/3/2014 6:29,Steuart at Market,74,12/3/2014 6:41,San Francisco Caltrain (Townsend at 4th),70,553,Subscriber,94610
563733,295,12/2/2014 18:38,Market at Sansome,77,12/2/2014 18:43,Clay at Battery,41,336,Subscriber,94107
563590,467,12/2/2014 17:06,San Francisco Caltrain (Townsend at 4th),70,12/2/2014 17:14,Embarcadero at Bryant,54,594,Subscriber,95608
563586,250,12/2/2014 17:04,2nd at Townsend,61,12/2/2014 17:08,Spear at Folsom,49,554,Subscriber,94501
563580,721,12/2/2014 17:02,Temporary Transbay Terminal (Howard at Beale),55,12/2/2014 17:14,San Francisco Caltrain (Townsend at 4th),70,344,Subscriber,94030
563554,692,12/2/2014 16:42,Embarcadero at Folsom,51,12/2/2014 16:54,San Francisco Caltrain (Townsend at 4th),70,411,Subscriber,95129
563472,165,12/2/2014 15:18,2nd at Folsom,62,12/2/2014 15:20,Market at Sansome,77,458,Subscriber,95366
563412,1127,12/2/2014 13:11,Davis at Jackson,42,12/2/2014 13:29,Market at Sansome,77,340,Subscriber,94306
563311,312,12/2/2014 9:47,Mountain View Caltrain Station,28,12/2/2014 9:52,Castro Street and El Camino Real,32,218,Subscriber,94030
563028,250,12/1/2014 20:05,2nd at Folsom,62,12/1/2014 20:09,Market at Sansome,77,444,Subscriber,94582
562973,681,12/1/2014 19:10,Beale at Market,56,12/1/2014 19:22,San Francisco Caltrain 2 (330 Townsend),69,500,Subscriber,94025
562897,231,12/1/2014 18:30,San Francisco Caltrain (Townsend at 4th),70,12/1/2014 18:34,Townsend at 7th,65,509,Subscriber,94103
562860,277,12/1/2014 18:17,Broadway St at Battery St,82,12/1/2014 18:22,Beale at Market,56,330,Subscriber,94618
562568,478,12/1/2014 17:02,Embarcadero at Folsom,51,12/1/2014 17:10,San Francisco Caltrain 2 (330 Townsend),69,425,Subscriber,94062
562527,192,12/1/2014 16:49,Mountain View City Hall,27,12/1/2014 16:52,Mountain View Caltrain Station,28,642,Subscriber,94107
562482,671,12/1/2014 16:34,Embarcadero at Folsom,51,12/1/2014 16:45,San Francisco Caltrain (Townsend at 4th),70,340,Subscriber,94404
562386,212,12/1/2014 15:53,Adobe on Almaden,5,12/1/2014 15:57,San Jose Diridon Caltrain Station,2,147,Subscriber,94002
561880,721,12/1/2014 9:01,Grant Avenue at Columbus Avenue,73,12/1/2014 9:13,San Francisco Caltrain 2 (330 Townsend),69,420,Subscriber,94133
561870,359,12/1/2014 8:58,Steuart at Market,74,12/1/2014 9:04,Howard at 2nd,63,479,Subscriber,94903
561832,470,12/1/2014 8:51,San Francisco Caltrain 2 (330 Townsend),69,12/1/2014 8:59,Howard at 2nd,63,415,Subscriber,95014
561659,214,12/1/2014 8:13,Embarcadero at Vallejo,48,12/1/2014 8:16,Steuart at Market,74,484,Subscriber,94941
561647,912,12/1/2014 8:10,Temporary Transbay Terminal (Howard at Beale),55,12/1/2014 8:25,South Van Ness at Market,66,16,Subscriber,94611
561137,428,11/29/2014 22:08,Market at Sansome,77,11/29/2014 22:15,Powell Street BART,39,406,Customer,91331
560980,289,11/29/2014 16:17,Spear at Folsom,49,11/29/2014 16:22,Howard at 2nd,63,344,Subscriber,94105
560586,340,11/28/2014 16:46,Davis at Jackson,42,11/28/2014 16:51,Spear at Folsom,49,344,Subscriber,94105
560401,1377,11/28/2014 12:53,5th at Howard,57,11/28/2014 13:16,2nd at Townsend,61,408,Subscriber,94107
560252,197,11/28/2014 8:06,2nd at Townsend,61,11/28/2014 8:09,San Francisco Caltrain (Townsend at 4th),70,343,Subscriber,94107
560233,470,11/28/2014 6:26,Powell at Post (Union Square),71,11/28/2014 6:34,San Francisco Caltrain 2 (330 Townsend),69,260,Subscriber,94107
560162,2625,11/27/2014 16:01,Market at 10th,67,11/27/2014 16:45,South Van Ness at Market,66,447,Customer,95050
559963,260,11/26/2014 22:38,Embarcadero at Bryant,54,11/26/2014 22:43,San Francisco Caltrain (Townsend at 4th),70,189,Subscriber,94105
559900,537,11/26/2014 18:59,Powell at Post (Union Square),71,11/26/2014 19:08,Broadway St at Battery St,82,494,Subscriber,94107
559719,627,11/26/2014 16:20,San Francisco Caltrain (Townsend at 4th),70,11/26/2014 16:30,South Van Ness at Market,66,526,Subscriber,94941
559356,549,11/26/2014 11:47,San Francisco Caltrain (Townsend at 4th),70,11/26/2014 11:56,Post at Kearny,47,420,Subscriber,94108
559355,280,11/26/2014 11:47,2nd at Folsom,62,11/26/2014 11:51,Temporary Transbay Terminal (Howard at Beale),55,97,Subscriber,94107
559304,965,11/26/2014 10:33,Townsend at 7th,65,11/26/2014 10:49,Spear at Folsom,49,579,Subscriber,94103
559261,353,11/26/2014 9:53,Harry Bridges Plaza (Ferry Building),50,11/26/2014 9:59,Market at Sansome,77,528,Subscriber,94941
559169,510,11/26/2014 9:08,San Francisco Caltrain (Townsend at 4th),70,11/26/2014 9:17,Howard at 2nd,63,266,Subscriber,94063
559086,535,11/26/2014 8:43,San Francisco Caltrain (Townsend at 4th),70,11/26/2014 8:52,Harry Bridges Plaza (Ferry Building),50,352,Subscriber,94403
559069,255,11/26/2014 8:36,2nd at South Park,64,11/26/2014 8:40,San Francisco Caltrain (Townsend at 4th),70,429,Subscriber,94107
558808,936,11/25/2014 20:45,Steuart at Market,74,11/25/2014 21:01,Spear at Folsom,49,567,Subscriber,94105
558727,474,11/25/2014 19:00,Yerba Buena Center of the Arts (3rd @ Howard),68,11/25/2014 19:08,Steuart at Market,74,319,Subscriber,94903
558667,1508,11/25/2014 18:29,San Francisco Caltrain 2 (330 Townsend),69,11/25/2014 18:54,Townsend at 7th,65,530,Subscriber,94107
558434,539,11/25/2014 17:10,Powell Street BART,39,11/25/2014 17:19,Steuart at Market,74,406,Subscriber,94960
558418,428,11/25/2014 17:06,Steuart at Market,74,11/25/2014 17:13,2nd at Townsend,61,602,Subscriber,94158
558387,625,11/25/2014 17:00,Post at Kearny,47,11/25/2014 17:11,San Francisco Caltrain (Townsend at 4th),70,378,Subscriber,94010
558357,373,11/25/2014 16:54,Yerba Buena Center of the Arts (3rd @ Howard),68,11/25/2014 17:00,2nd at South Park,64,311,Subscriber,94107
558264,383,11/25/2014 16:11,2nd at Townsend,61,11/25/2014 16:17,Harry Bridges Plaza (Ferry Building),50,558,Subscriber,94904
557721,548,11/25/2014 9:22,San Francisco Caltrain (Townsend at 4th),70,11/25/2014 9:31,Temporary Transbay Terminal (Howard at Beale),55,516,Subscriber,94404
557712,459,11/25/2014 9:18,Temporary Transbay Terminal (Howard at Beale),55,11/25/2014 9:26,Market at 4th,76,611,Subscriber,94501
557360,798,11/25/2014 7:47,San Francisco Caltrain (Townsend at 4th),70,11/25/2014 8:00,Harry Bridges Plaza (Ferry Building),50,447,Subscriber,94025
557065,343,11/24/2014 19:50,Steuart at Market,74,11/24/2014 19:56,Embarcadero at Bryant,54,321,Subscriber,94107
556624,562,11/24/2014 17:02,Steuart at Market,74,11/24/2014 17:11,San Francisco Caltrain (Townsend at 4th),70,618,Subscriber,94010
556603,377,11/24/2014 16:57,2nd at Townsend,61,11/24/2014 17:03,Harry Bridges Plaza (Ferry Building),50,362,Subscriber,94534
556443,286,11/24/2014 15:52,St James Park,13,11/24/2014 15:57,Paseo de San Antonio,7,646,Subscriber,95116
556032,593,11/24/2014 9:51,Embarcadero at Vallejo,48,11/24/2014 10:01,Market at Sansome,77,285,Subscriber,94114
555853,350,11/24/2014 8:55,Embarcadero at Sansome,60,11/24/2014 9:00,Clay at Battery,41,390,Subscriber,94133
555529,385,11/24/2014 7:34,Temporary Transbay Terminal (Howard at Beale),55,11/24/2014 7:40,Market at 4th,76,651,Subscriber,94501
555345,324,11/23/2014 17:38,Harry Bridges Plaza (Ferry Building),50,11/23/2014 17:43,Embarcadero at Bryant,54,424,Subscriber,94043
555215,420,11/23/2014 14:29,Market at 10th,67,11/23/2014 14:36,Powell Street BART,39,306,Subscriber,29103
555197,553,11/23/2014 13:50,2nd at Townsend,61,11/23/2014 13:59,Spear at Folsom,49,283,Subscriber,94105
555132,1730,11/23/2014 11:54,San Francisco Caltrain (Townsend at 4th),70,11/23/2014 12:23,Steuart at Market,74,464,Customer,94025
554908,822,11/22/2014 18:44,Yerba Buena Center of the Arts (3rd @ Howard),68,11/22/2014 18:58,Embarcadero at Sansome,60,377,Subscriber,94111
554807,372,11/22/2014 16:18,2nd at Townsend,61,11/22/2014 16:25,Market at Sansome,77,540,Subscriber,94164
554765,487,11/22/2014 15:41,San Francisco Caltrain (Townsend at 4th),70,11/22/2014 15:50,Embarcadero at Folsom,51,561,Subscriber,94107
554762,13217,11/22/2014 15:40,Post at Kearny,47,11/22/2014 19:20,Embarcadero at Vallejo,48,388,Customer,80636
554753,6047,11/22/2014 15:34,University and Emerson,35,11/22/2014 17:15,Palo Alto Caltrain Station,34,50,Customer,94301
554650,306,11/22/2014 13:30,Yerba Buena Center of the Arts (3rd @ Howard),68,11/22/2014 13:35,Harry Bridges Plaza (Ferry Building),50,268,Subscriber,94107
554393,510,11/21/2014 19:46,Market at 4th,76,11/21/2014 19:55,South Van Ness at Market,66,601,Subscriber,94103
554334,391,11/21/2014 18:50,Temporary Transbay Terminal (Howard at Beale),55,11/21/2014 18:56,Davis at Jackson,42,137,Subscriber,94111
554318,428,11/21/2014 18:40,2nd at Folsom,62,11/21/2014 18:48,San Francisco Caltrain 2 (330 Townsend),69,524,Subscriber,95014
554033,658,11/21/2014 17:07,Steuart at Market,74,11/21/2014 17:18,San Francisco Caltrain (Townsend at 4th),70,582,Subscriber,94005
553922,218,11/21/2014 16:29,Castro Street and El Camino Real,32,11/21/2014 16:33,Mountain View Caltrain Station,28,699,Subscriber,94133
553879,407,11/21/2014 16:12,Embarcadero at Bryant,54,11/21/2014 16:19,Harry Bridges Plaza (Ferry Building),50,635,Subscriber,94126
553612,752,11/21/2014 12:16,Santa Clara County Civic Center,80,11/21/2014 12:29,Ryland Park,84,105,Subscriber,95112
553528,388,11/21/2014 11:05,Steuart at Market,74,11/21/2014 11:11,Broadway St at Battery St,82,518,Subscriber,94618
553524,492,11/21/2014 11:02,Clay at Battery,41,11/21/2014 11:10,Powell Street BART,39,397,Subscriber,94111
553411,227,11/21/2014 9:51,San Antonio Caltrain Station,29,11/21/2014 9:55,San Antonio Shopping Center,31,18,Subscriber,94103
553292,653,11/21/2014 9:10,San Francisco Caltrain 2 (330 Townsend),69,11/21/2014 9:20,Market at 10th,67,497,Subscriber,95119
553271,630,11/21/2014 9:05,San Francisco Caltrain 2 (330 Townsend),69,11/21/2014 9:15,South Van Ness at Market,66,374,Subscriber,94303
553267,948,11/21/2014 9:04,San Francisco Caltrain (Townsend at 4th),70,11/21/2014 9:19,Embarcadero at Vallejo,48,481,Subscriber,94025
553244,424,11/21/2014 8:59,Civic Center BART (7th at Market),72,11/21/2014 9:06,Townsend at 7th,65,582,Subscriber,94518
553220,677,11/21/2014 8:53,Steuart at Market,74,11/21/2014 9:04,San Francisco Caltrain 2 (330 Townsend),69,577,Subscriber,94705
553191,578,11/21/2014 8:45,Market at Sansome,77,11/21/2014 8:54,San Francisco Caltrain (Townsend at 4th),70,415,Subscriber,94301
553037,536,11/21/2014 8:03,Harry Bridges Plaza (Ferry Building),50,11/21/2014 8:12,Yerba Buena Center of the Arts (3rd @ Howard),68,438,Subscriber,94903
552810,1555,11/20/2014 21:58,Embarcadero at Sansome,60,11/20/2014 22:24,San Francisco Caltrain (Townsend at 4th),70,519,Subscriber,94107
552744,243,11/20/2014 19:48,Embarcadero at Vallejo,48,11/20/2014 19:53,Steuart at Market,74,426,Subscriber,94551
552711,830,11/20/2014 18:52,Temporary Transbay Terminal (Howard at Beale),55,11/20/2014 19:06,South Van Ness at Market,66,457,Subscriber,94102
552704,493,11/20/2014 18:47,Powell Street BART,39,11/20/2014 18:56,South Van Ness at Market,66,548,Subscriber,94117
552606,220,11/20/2014 17:23,Santa Clara at Almaden,4,11/20/2014 17:27,San Jose Diridon Caltrain Station,2,180,Subscriber,95113
552536,381,11/20/2014 17:04,Embarcadero at Sansome,60,11/20/2014 17:10,Steuart at Market,74,590,Subscriber,94568
552523,616,11/20/2014 17:00,Mechanics Plaza (Market at Battery),75,11/20/2014 17:10,San Francisco Caltrain (Townsend at 4th),70,540,Subscriber,94303
552459,337,11/20/2014 16:25,2nd at Folsom,62,11/20/2014 16:31,San Francisco Caltrain 2 (330 Townsend),69,313,Subscriber,95060
552453,660,11/20/2014 16:22,San Francisco Caltrain 2 (330 Townsend),69,11/20/2014 16:33,Harry Bridges Plaza (Ferry Building),50,287,Subscriber,94044
552451,433,11/20/2014 16:21,San Pedro Square,6,11/20/2014 16:28,San Jose Diridon Caltrain Station,2,184,Subscriber,95377
552184,444,11/20/2014 9:39,Grant Avenue at Columbus Avenue,73,11/20/2014 9:46,Howard at 2nd,63,287,Subscriber,94610
552165,234,11/20/2014 9:25,San Jose Diridon Caltrain Station,2,11/20/2014 9:29,Santa Clara at Almaden,4,36,Subscriber,94025
552081,304,11/20/2014 9:06,San Francisco Caltrain (Townsend at 4th),70,11/20/2014 9:11,Yerba Buena Center of the Arts (3rd @ Howard),68,482,Subscriber,94402
552071,595,11/20/2014 9:03,Temporary Transbay Terminal (Howard at Beale),55,11/20/2014 9:13,San Francisco Caltrain 2 (330 Townsend),69,586,Subscriber,94501
551874,455,11/20/2014 8:20,Embarcadero at Bryant,54,11/20/2014 8:28,Embarcadero at Vallejo,48,402,Subscriber,94105
551492,540,11/19/2014 20:01,San Francisco Caltrain (Townsend at 4th),70,11/19/2014 20:10,Civic Center BART (7th at Market),72,385,Subscriber,94103
551135,265,11/19/2014 17:02,Commercial at Montgomery,45,11/19/2014 17:07,Market at Sansome,77,423,Subscriber,94703
550916,6548,11/19/2014 12:40,Market at 10th,67,11/19/2014 14:29,Townsend at 7th,65,378,Subscriber,94107
550467,426,11/19/2014 7:34,Civic Center BART (7th at Market),72,11/19/2014 7:41,Townsend at 7th,65,611,Subscriber,94609
550156,275,11/18/2014 19:00,Howard at 2nd,63,11/18/2014 19:05,Harry Bridges Plaza (Ferry Building),50,578,Subscriber,94960
549831,357,11/18/2014 17:15,2nd at South Park,64,11/18/2014 17:21,San Francisco Caltrain 2 (330 Townsend),69,222,Subscriber,94403
549800,775,11/18/2014 17:08,South Van Ness at Market,66,11/18/2014 17:21,Temporary Transbay Terminal (Howard at Beale),55,29,Subscriber,9611
549780,667,11/18/2014 17:04,Market at 10th,67,11/18/2014 17:15,San Francisco Caltrain 2 (330 Townsend),69,484,Subscriber,94403
549689,292,11/18/2014 16:42,Market at 4th,76,11/18/2014 16:46,Temporary Transbay Terminal (Howard at Beale),55,485,Subscriber,94706
549688,446,11/18/2014 16:40,Embarcadero at Sansome,60,11/18/2014 16:48,Embarcadero at Folsom,51,277,Subscriber,94118
549579,2875,11/18/2014 15:55,Market at 4th,76,11/18/2014 16:43,Yerba Buena Center of the Arts (3rd @ Howard),68,426,Subscriber,94105
549414,572,11/18/2014 13:34,5th at Howard,57,11/18/2014 13:44,Market at 10th,67,497,Subscriber,94107
549113,322,11/18/2014 9:56,Temporary Transbay Terminal (Howard at Beale),55,11/18/2014 10:01,Yerba Buena Center of the Arts (3rd @ Howard),68,532,Subscriber,94105
548965,551,11/18/2014 9:06,Davis at Jackson,42,11/18/2014 9:16,2nd at Townsend,61,541,Subscriber,94111
548892,425,11/18/2014 8:51,Embarcadero at Folsom,51,11/18/2014 8:59,2nd at Townsend,61,209,Subscriber,94606
548861,1085,11/18/2014 8:47,San Francisco Caltrain (Townsend at 4th),70,11/18/2014 9:05,Beale at Market,56,482,Subscriber,94041
548783,1495,11/18/2014 8:31,Davis at Jackson,42,11/18/2014 8:56,Davis at Jackson,42,342,Subscriber,94111
548525,516,11/18/2014 7:11,Steuart at Market,74,11/18/2014 7:20,2nd at South Park,64,544,Subscriber,94607
548394,565,11/17/2014 22:51,Civic Center BART (7th at Market),72,11/17/2014 23:00,San Francisco Caltrain 2 (330 Townsend),69,585,Subscriber,94158
548380,311,11/17/2014 22:01,San Francisco Caltrain (Townsend at 4th),70,11/17/2014 22:06,Yerba Buena Center of the Arts (3rd @ Howard),68,625,Subscriber,94105
548251,667,11/17/2014 19:05,San Francisco Caltrain (Townsend at 4th),70,11/17/2014 19:16,Steuart at Market,74,489,Subscriber,94610
548229,286,11/17/2014 18:47,Market at Sansome,77,11/17/2014 18:52,Harry Bridges Plaza (Ferry Building),50,405,Subscriber,94901
547857,886,11/17/2014 17:08,Townsend at 7th,65,11/17/2014 17:22,Harry Bridges Plaza (Ferry Building),50,300,Subscriber,94502
547677,464,11/17/2014 16:09,2nd at Townsend,61,11/17/2014 16:16,Harry Bridges Plaza (Ferry Building),50,630,Subscriber,94903
547626,390,11/17/2014 15:39,Powell Street BART,39,11/17/2014 15:45,San Francisco Caltrain 2 (330 Townsend),69,509,Subscriber,94107
547536,295,11/17/2014 14:27,Mechanics Plaza (Market at Battery),75,11/17/2014 14:32,Market at 4th,76,318,Customer,94110
547456,302,11/17/2014 12:50,Market at 10th,67,11/17/2014 12:55,Powell Street BART,39,443,Subscriber,94107
547382,691,11/17/2014 11:40,Golden Gate at Polk,59,11/17/2014 11:51,Market at Sansome,77,537,Subscriber,94102
547236,214,11/17/2014 9:42,Broadway St at Battery St,82,11/17/2014 9:45,Mechanics Plaza (Market at Battery),75,539,Subscriber,94107
547110,436,11/17/2014 9:09,Embarcadero at Folsom,51,11/17/2014 9:17,2nd at South Park,64,570,Subscriber,94608
547024,266,11/17/2014 8:48,Embarcadero at Sansome,60,11/17/2014 8:53,Clay at Battery,41,317,Subscriber,94111
546811,191,11/17/2014 7:52,Commercial at Montgomery,45,11/17/2014 7:55,Mechanics Plaza (Market at Battery),75,470,Subscriber,94123
546705,405,11/17/2014 7:18,2nd at Townsend,61,11/17/2014 7:25,Temporary Transbay Terminal (Howard at Beale),55,267,Subscriber,94086
546641,428,11/17/2014 6:35,Temporary Transbay Terminal (Howard at Beale),55,11/17/2014 6:42,Broadway St at Battery St,82,214,Subscriber,94610
546590,271,11/16/2014 20:58,Post at Kearny,47,11/16/2014 21:03,Beale at Market,56,461,Customer,90003
546583,936,11/16/2014 20:22,Powell Street BART,39,11/16/2014 20:38,Powell Street BART,39,405,Customer,94103
546484,636,11/16/2014 15:48,Temporary Transbay Terminal (Howard at Beale),55,11/16/2014 15:59,San Francisco Caltrain 2 (330 Townsend),69,593,Subscriber,94107
546432,425,11/16/2014 14:08,Beale at Market,56,11/16/2014 14:15,Market at 4th,76,331,Subscriber,94102
546321,831,11/16/2014 10:21,MLK Library,11,11/16/2014 10:35,MLK Library,11,138,Customer,94123
546269,106,11/16/2014 7:58,Franklin at Maple,21,11/16/2014 8:00,Redwood City Public Library,24,660,Subscriber,94063
546001,3412,11/15/2014 15:13,Powell Street BART,39,11/15/2014 16:10,2nd at Townsend,61,351,Customer,60610
545989,6846,11/15/2014 15:01,Powell Street BART,39,11/15/2014 16:55,Powell Street BART,39,376,Customer,75005
545711,501,11/15/2014 6:57,Townsend at 7th,65,11/15/2014 7:06,Civic Center BART (7th at Market),72,372,Subscriber,94107
545662,300,11/14/2014 21:22,Paseo de San Antonio,7,11/14/2014 21:27,Santa Clara at Almaden,4,184,Subscriber,95110
545646,753,11/14/2014 20:51,San Francisco Caltrain 2 (330 Townsend),69,11/14/2014 21:03,Powell at Post (Union Square),71,358,Subscriber,94107
545457,428,11/14/2014 18:08,Beale at Market,56,11/14/2014 18:15,Market at 4th,76,400,Subscriber,94102
